index,datetime,service,instance,message,level,anomaly_type,st_time,ed_time,duration,data_type,old_index
0,2021-07-01,webservice,webservice2,"2021-07-01 11:16:52,953 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-01 11:06:52.249428 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-01 11:06:52.953000,2021-07-01 11:16:52.953000,600,train,5
7189,2021-07-16,webservice,webservice2,"2021-07-16 06:30:18,575 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 06:20:17.659702 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 06:20:18.575000,2021-07-16 06:30:18.575000,600,test,7062
7204,2021-07-16,dbservice,dbservice2,"2021-07-16 07:05:31,756 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 06:55:29.484879 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 06:55:31.756000,2021-07-16 07:05:31.756000,600,test,7071
7209,2021-07-16,logservice,logservice1,"2021-07-16 07:15:36,468 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 07:05:35.647712 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 07:05:36.468000,2021-07-16 07:15:36.468000,600,test,7597
7224,2021-07-16,dbservice,dbservice1,"2021-07-16 08:00:00,652 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-16 08:00:00.652000,2021-07-16 09:00:00.652000,3600,test,7065
7247,2021-07-16,dbservice,dbservice1,"2021-07-16 08:45:40,580 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 08:35:39.290696 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 08:35:40.580000,2021-07-16 08:45:40.580000,600,test,7066
7270,2021-07-16,webservice,webservice2,"2021-07-16 09:20:52,750 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 09:10:51.875678 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 09:10:52.750000,2021-07-16 09:20:52.750000,600,test,7063
7282,2021-07-16,dbservice,dbservice2,"2021-07-16 10:06:55,215 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 09:56:53.052876 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 09:56:55.215000,2021-07-16 10:06:55.215000,600,test,7072
7313,2021-07-16,webservice,webservice1,"2021-07-16 11:16:05,625 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 11:06:04.634531 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 11:06:05.625000,2021-07-16 11:16:05.625000,600,test,7069
7360,2021-07-16,dbservice,dbservice2,"2021-07-16 13:36:08,356 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 13:26:05.612884 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 13:26:08.356000,2021-07-16 13:36:08.356000,600,test,7073
7376,2021-07-16,redisservice,redisservice1,"2021-07-16 14:01:55,871 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 13:51:54.903968 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 13:51:55.871000,2021-07-16 14:01:55.871000,600,test,7594
7471,2021-07-16,dbservice,dbservice2,"2021-07-16 18:19:55,960 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 18:09:52.752947 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 18:09:55.960000,2021-07-16 18:19:55.960000,600,test,7074
7528,2021-07-16,logservice,logservice2,"2021-07-16 21:10:38,445 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 21:00:37.344873 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 21:00:38.445000,2021-07-16 21:10:38.445000,600,test,7600
7556,2021-07-16,dbservice,dbservice1,"2021-07-16 22:18:34,353 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 22:08:33.094673 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 22:08:34.353000,2021-07-16 22:18:34.353000,600,test,7067
7601,2021-07-17,dbservice,dbservice1,"2021-07-17 00:01:00,582 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-17 00:01:00.582000,2021-07-17 01:01:00.582000,3600,test,7603
7710,2021-07-17,redisservice,redisservice2,"2021-07-17 04:28:59,989 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 04:18:59.072852 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 04:18:59.989000,2021-07-17 04:28:59.989000,600,test,8186
7724,2021-07-17,dbservice,dbservice2,"2021-07-17 04:56:53,369 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 04:46:50.956893 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 04:46:53.369000,2021-07-17 04:56:53.369000,600,test,7610
7734,2021-07-17,webservice,webservice1,"2021-07-17 05:10:01,277 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 05:00:00.274419 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 05:00:01.277000,2021-07-17 05:10:01.277000,600,test,7607
7735,2021-07-17,logservice,logservice2,"2021-07-17 05:13:36,021 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 05:03:35.089809 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 05:03:36.021000,2021-07-17 05:13:36.021000,600,test,8189
7782,2021-07-17,webservice,webservice2,"2021-07-17 07:18:08,705 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 07:08:07.787646 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 07:08:08.705000,2021-07-17 07:18:08.705000,600,test,7601
7801,2021-07-17,webservice,webservice1,"2021-07-17 08:10:00,575 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-17 08:00:00.478140, last for 600 seconds",WARNING,[file moving program],2021-07-17 08:00:00.575000,2021-07-17 08:10:00.575000,600,test,7608
7818,2021-07-17,dbservice,dbservice1,"2021-07-17 08:45:14,750 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 08:35:13.466701 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 08:35:14.750000,2021-07-17 08:45:14.750000,600,test,7604
7863,2021-07-17,redisservice,redisservice1,"2021-07-17 10:20:30,769 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 10:10:29.854530 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 10:10:30.769000,2021-07-17 10:20:30.769000,600,test,8183
7873,2021-07-17,redisservice,redisservice1,"2021-07-17 11:12:05,686 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 11:02:04.870038 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 11:02:05.686000,2021-07-17 11:12:05.686000,600,test,8184
7904,2021-07-17,webservice,webservice2,"2021-07-17 12:31:03,068 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 12:21:02.112168 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 12:21:03.068000,2021-07-17 12:31:03.068000,600,test,7602
8021,2021-07-17,dbservice,dbservice1,"2021-07-17 16:52:01,571 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 16:42:00.554693 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 16:42:01.571000,2021-07-17 16:52:01.571000,600,test,7605
8024,2021-07-17,logservice,logservice1,"2021-07-17 16:58:43,720 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 16:48:42.667604 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 16:48:43.720000,2021-07-17 16:58:43.720000,600,test,8187
8064,2021-07-17,webservice,webservice1,"2021-07-17 18:54:05,313 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 18:44:04.314544 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 18:44:05.313000,2021-07-17 18:54:05.313000,600,test,7609
8082,2021-07-17,logservice,logservice1,"2021-07-17 19:56:33,967 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 19:46:33.019579 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 19:46:33.967000,2021-07-17 19:56:33.967000,600,test,8188
8084,2021-07-17,redisservice,redisservice1,"2021-07-17 20:02:02,473 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 19:52:01.582540 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 19:52:02.473000,2021-07-17 20:02:02.473000,600,test,8185
8087,2021-07-17,dbservice,dbservice1,"2021-07-17 20:08:58,005 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 19:58:56.882681 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 19:58:58.005000,2021-07-17 20:08:58.005000,600,test,7606
8204,2021-07-18,logservice,logservice2,"2021-07-18 00:37:50,714 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 00:27:49.828895 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 00:27:50.714000,2021-07-18 00:37:50.714000,600,test,8797
8222,2021-07-18,logservice,logservice1,"2021-07-18 01:27:42,434 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 01:17:41.467594 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 01:17:42.434000,2021-07-18 01:27:42.434000,600,test,8793
8252,2021-07-18,logservice,logservice1,"2021-07-18 02:28:19,588 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 02:18:18.531584 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 02:18:19.588000,2021-07-18 02:28:19.588000,600,test,8794
8318,2021-07-18,dbservice,dbservice2,"2021-07-18 05:25:41,069 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 05:15:38.968882 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 05:15:41.069000,2021-07-18 05:25:41.069000,600,test,8194
8341,2021-07-18,webservice,webservice2,"2021-07-18 06:24:16,560 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 06:14:15.747687 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 06:14:16.560000,2021-07-18 06:24:16.560000,600,test,8190
8398,2021-07-18,dbservice,dbservice1,"2021-07-18 08:55:08,802 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 08:44:59.202695 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 08:45:08.802000,2021-07-18 08:55:08.802000,600,test,8192
8420,2021-07-18,dbservice,dbservice2,"2021-07-18 09:58:35,349 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 09:48:33.468870 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 09:48:35.349000,2021-07-18 09:58:35.349000,600,test,8195
8440,2021-07-18,webservice,webservice1,"2021-07-18 10:45:03,825 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 10:35:02.806519 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 10:35:03.825000,2021-07-18 10:45:03.825000,600,test,8191
8462,2021-07-18,dbservice,dbservice2,"2021-07-18 11:26:38,275 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 11:16:36.460884 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 11:16:38.275000,2021-07-18 11:26:38.275000,600,test,8196
8473,2021-07-18,logservice,logservice1,"2021-07-18 11:38:03,546 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 11:28:02.587583 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 11:28:03.546000,2021-07-18 11:38:03.546000,600,test,8795
8491,2021-07-18,dbservice,dbservice1,"2021-07-18 12:00:00,799 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-18 12:00:00.799000,2021-07-18 13:00:00.799000,3600,test,8193
8601,2021-07-18,dbservice,dbservice2,"2021-07-18 16:00:00,052 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-18 16:00:00.052000,2021-07-18 17:00:00.052000,3600,test,8197
8645,2021-07-18,logservice,logservice1,"2021-07-18 18:13:29,621 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 18:03:28.143640 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 18:03:29.621000,2021-07-18 18:13:29.621000,600,test,8796
8761,2021-07-18,dbservice,dbservice2,"2021-07-18 22:38:35,293 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 22:28:33.372876 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 22:28:35.293000,2021-07-18 22:38:35.293000,600,test,8198
8785,2021-07-18,dbservice,dbservice2,"2021-07-18 23:41:23,137 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 23:31:21.408911 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 23:31:23.137000,2021-07-18 23:41:23.137000,600,test,8199
8803,2021-07-20,redisservice,redisservice2,"2021-07-20 00:40:18,058 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 00:30:17.196890 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 00:30:18.058000,2021-07-20 00:40:18.058000,600,test,9286
8807,2021-07-20,dbservice,dbservice2,"2021-07-20 03:01:40,730 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 02:51:38.936894 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 02:51:40.730000,2021-07-20 03:01:40.730000,600,test,8806
8825,2021-07-20,webservice,webservice1,"2021-07-20 04:23:32,138 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-20 04:23:32.138000,2021-07-20 04:33:32.138000,600,test,8802
8851,2021-07-20,redisservice,redisservice1,"2021-07-20 05:20:17,210 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 05:10:16.302538 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 05:10:17.210000,2021-07-20 05:20:17.210000,600,test,9046
8858,2021-07-20,webservice,webservice1,"2021-07-20 05:34:57,384 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 05:24:56.546634 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 05:24:57.384000,2021-07-20 05:34:57.384000,600,test,8803
8869,2021-07-20,dbservice,dbservice2,"2021-07-20 05:59:21,000 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 05:49:19.040873 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 05:49:21.000000,2021-07-20 05:59:21.000000,600,test,8807
8893,2021-07-20,dbservice,dbservice2,"2021-07-20 06:53:36,932 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 06:43:35.096878 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 06:43:36.932000,2021-07-20 06:53:36.932000,600,test,8808
8900,2021-07-20,logservice,logservice1,"2021-07-20 07:04:59,191 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 06:54:58.247593 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 06:54:59.191000,2021-07-20 07:04:59.191000,600,test,9289
8906,2021-07-20,logservice,logservice2,"2021-07-20 07:13:58,437 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 07:03:57.420875 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 07:03:58.437000,2021-07-20 07:13:58.437000,600,test,9290
8915,2021-07-20,redisservice,redisservice2,"2021-07-20 07:25:49,470 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 07:15:48.620781 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 07:15:49.470000,2021-07-20 07:25:49.470000,600,test,9287
8992,2021-07-20,dbservice,dbservice1,"2021-07-20 09:33:35,491 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 09:23:34.536069 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 09:23:35.491000,2021-07-20 09:33:35.491000,600,test,8798
9048,2021-07-20,redisservice,redisservice2,"2021-07-20 12:22:39,743 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 12:12:38.880879 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 12:12:39.743000,2021-07-20 12:22:39.743000,600,test,9288
9067,2021-07-20,webservice,webservice2,"2021-07-20 13:29:36,428 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 13:19:35.511609 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 13:19:36.428000,2021-07-20 13:29:36.428000,600,test,8800
9071,2021-07-20,dbservice,dbservice1,"2021-07-20 13:38:01,589 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 13:28:00.870755 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 13:28:01.589000,2021-07-20 13:38:01.589000,600,test,8799
9086,2021-07-20,dbservice,dbservice2,"2021-07-20 14:16:18,580 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 14:06:16.728942 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 14:06:18.580000,2021-07-20 14:16:18.580000,600,test,8809
9125,2021-07-20,webservice,webservice1,"2021-07-20 16:10:00,458 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-20 16:00:00.371077, last for 600 seconds",WARNING,[file moving program],2021-07-20 16:00:00.458000,2021-07-20 16:10:00.458000,600,test,8804
9136,2021-07-20,dbservice,dbservice2,"2021-07-20 16:42:19,623 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 16:32:17.780886 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 16:32:19.623000,2021-07-20 16:42:19.623000,600,test,8810
9170,2021-07-20,webservice,webservice1,"2021-07-20 18:47:34,670 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 18:37:33.694529 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 18:37:34.670000,2021-07-20 18:47:34.670000,600,test,8805
9196,2021-07-20,dbservice,dbservice2,"2021-07-20 20:00:00,700 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-20 20:00:00.700000,2021-07-20 21:00:00.700000,3600,test,8811
9231,2021-07-20,webservice,webservice2,"2021-07-20 21:43:52,103 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 21:33:51.195591 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 21:33:52.103000,2021-07-20 21:43:52.103000,600,test,8801
9242,2021-07-20,dbservice,dbservice2,"2021-07-20 22:09:50,884 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 21:59:49.220869 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 21:59:50.884000,2021-07-20 22:09:50.884000,600,test,8812
9302,2021-07-21,webservice,webservice2,"2021-07-21 00:26:09,148 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-21 00:26:09.148000,2021-07-21 00:36:09.148000,600,test,9293
9317,2021-07-21,webservice,webservice1,"2021-07-21 01:13:09,822 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 01:03:08.270592 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 01:03:09.822000,2021-07-21 01:13:09.822000,600,test,9299
9378,2021-07-21,dbservice,dbservice2,"2021-07-21 03:59:18,755 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 03:49:17.392873 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 03:49:18.755000,2021-07-21 03:59:18.755000,600,test,9303
9384,2021-07-21,webservice,webservice1,"2021-07-21 04:10:00,803 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-21 04:00:00.703257, last for 600 seconds",WARNING,[file moving program],2021-07-21 04:00:00.803000,2021-07-21 04:10:00.803000,600,test,9300
9412,2021-07-21,dbservice,dbservice1,"2021-07-21 05:31:10,319 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 05:21:09.609840 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 05:21:10.319000,2021-07-21 05:31:10.319000,600,test,9291
9425,2021-07-21,redisservice,redisservice2,"2021-07-21 06:05:10,369 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 05:55:09.440891 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 05:55:10.369000,2021-07-21 06:05:10.369000,600,test,9860
9445,2021-07-21,webservice,webservice2,"2021-07-21 07:00:36,839 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 06:50:35.899587 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 06:50:36.839000,2021-07-21 07:00:36.839000,600,test,9294
9450,2021-07-21,redisservice,redisservice1,"2021-07-21 07:15:23,659 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 07:05:22.770535 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 07:05:23.659000,2021-07-21 07:15:23.659000,600,test,9857
9486,2021-07-21,dbservice,dbservice1,"2021-07-21 09:01:49,161 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 08:51:48.536512 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 08:51:49.161000,2021-07-21 09:01:49.161000,600,test,9292
9509,2021-07-21,redisservice,redisservice2,"2021-07-21 09:59:54,657 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 09:49:53.768891 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 09:49:54.657000,2021-07-21 09:59:54.657000,600,test,9861
9523,2021-07-21,redisservice,redisservice1,"2021-07-21 10:43:25,825 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 10:33:24.940789 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 10:33:25.825000,2021-07-21 10:43:25.825000,600,test,9858
9530,2021-07-21,logservice,logservice1,"2021-07-21 11:03:24,900 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 10:53:23.991586 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 10:53:24.900000,2021-07-21 11:03:24.900000,600,test,9862
9556,2021-07-21,webservice,webservice2,"2021-07-21 12:07:23,282 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 11:57:22.335760 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 11:57:23.282000,2021-07-21 12:07:23.282000,600,test,9295
