index,datetime,service,instance,message,level,anomaly_type,st_time,ed_time,duration,data_type
0,2021-07-01,dbservice,dbservice1,"2021-07-01 11:54:27,616 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-01 11:44:26.882752 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-01 11:44:27.616000,2021-07-01 11:54:27.616000,600,train
7073,2021-07-16,dbservice,dbservice2,"2021-07-16 13:36:08,356 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 13:26:05.612884 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 13:26:08.356000,2021-07-16 13:36:08.356000,600,test
7074,2021-07-16,dbservice,dbservice2,"2021-07-16 18:19:55,960 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 18:09:52.752947 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 18:09:55.960000,2021-07-16 18:19:55.960000,600,test
7594,2021-07-16,redisservice,redisservice1,"2021-07-16 14:01:55,871 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 13:51:54.903968 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 13:51:55.871000,2021-07-16 14:01:55.871000,600,test
7595,2021-07-16,redisservice,redisservice2,"2021-07-16 04:40:29,893 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 04:30:28.604884 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 04:30:29.893000,2021-07-16 04:40:29.893000,600,test
7596,2021-07-16,logservice,logservice1,"2021-07-16 02:03:28,070 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-16 02:03:28.070000,2021-07-16 02:13:28.070000,600,test
7597,2021-07-16,logservice,logservice1,"2021-07-16 07:15:36,468 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 07:05:35.647712 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 07:05:36.468000,2021-07-16 07:15:36.468000,600,test
7598,2021-07-16,logservice,logservice2,"2021-07-16 00:24:56,299 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 00:14:55.411431 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 00:14:56.299000,2021-07-16 00:24:56.299000,600,test
7599,2021-07-16,logservice,logservice2,"2021-07-16 05:19:31,707 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 05:09:30.800890 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 05:09:31.707000,2021-07-16 05:19:31.707000,600,test
7600,2021-07-16,logservice,logservice2,"2021-07-16 21:10:38,445 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-16 21:00:37.344873 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-16 21:00:38.445000,2021-07-16 21:10:38.445000,600,test
7601,2021-07-17,webservice,webservice2,"2021-07-17 07:18:08,705 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 07:08:07.787646 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 07:08:08.705000,2021-07-17 07:18:08.705000,600,test
7602,2021-07-17,webservice,webservice2,"2021-07-17 12:31:03,068 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 12:21:02.112168 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 12:21:03.068000,2021-07-17 12:31:03.068000,600,test
7603,2021-07-17,dbservice,dbservice1,"2021-07-17 00:01:00,582 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-17 00:01:00.582000,2021-07-17 01:01:00.582000,3600,test
7604,2021-07-17,dbservice,dbservice1,"2021-07-17 08:45:14,750 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 08:35:13.466701 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 08:35:14.750000,2021-07-17 08:45:14.750000,600,test
7605,2021-07-17,dbservice,dbservice1,"2021-07-17 16:52:01,571 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 16:42:00.554693 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 16:42:01.571000,2021-07-17 16:52:01.571000,600,test
7606,2021-07-17,dbservice,dbservice1,"2021-07-17 20:08:58,005 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 19:58:56.882681 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 19:58:58.005000,2021-07-17 20:08:58.005000,600,test
7607,2021-07-17,webservice,webservice1,"2021-07-17 05:10:01,277 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 05:00:00.274419 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 05:00:01.277000,2021-07-17 05:10:01.277000,600,test
7608,2021-07-17,webservice,webservice1,"2021-07-17 08:10:00,575 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-17 08:00:00.478140, last for 600 seconds",WARNING,[file moving program],2021-07-17 08:00:00.575000,2021-07-17 08:10:00.575000,600,test
7609,2021-07-17,webservice,webservice1,"2021-07-17 18:54:05,313 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 18:44:04.314544 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 18:44:05.313000,2021-07-17 18:54:05.313000,600,test
7610,2021-07-17,dbservice,dbservice2,"2021-07-17 04:56:53,369 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 04:46:50.956893 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 04:46:53.369000,2021-07-17 04:56:53.369000,600,test
8183,2021-07-17,redisservice,redisservice1,"2021-07-17 10:20:30,769 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 10:10:29.854530 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 10:10:30.769000,2021-07-17 10:20:30.769000,600,test
8184,2021-07-17,redisservice,redisservice1,"2021-07-17 11:12:05,686 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 11:02:04.870038 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 11:02:05.686000,2021-07-17 11:12:05.686000,600,test
8185,2021-07-17,redisservice,redisservice1,"2021-07-17 20:02:02,473 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 19:52:01.582540 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 19:52:02.473000,2021-07-17 20:02:02.473000,600,test
8186,2021-07-17,redisservice,redisservice2,"2021-07-17 04:28:59,989 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 04:18:59.072852 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 04:18:59.989000,2021-07-17 04:28:59.989000,600,test
8187,2021-07-17,logservice,logservice1,"2021-07-17 16:58:43,720 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 16:48:42.667604 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 16:48:43.720000,2021-07-17 16:58:43.720000,600,test
8188,2021-07-17,logservice,logservice1,"2021-07-17 19:56:33,967 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 19:46:33.019579 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 19:46:33.967000,2021-07-17 19:56:33.967000,600,test
8189,2021-07-17,logservice,logservice2,"2021-07-17 05:13:36,021 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-17 05:03:35.089809 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-17 05:03:36.021000,2021-07-17 05:13:36.021000,600,test
8190,2021-07-18,webservice,webservice2,"2021-07-18 06:24:16,560 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 06:14:15.747687 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 06:14:16.560000,2021-07-18 06:24:16.560000,600,test
8191,2021-07-18,webservice,webservice1,"2021-07-18 10:45:03,825 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 10:35:02.806519 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 10:35:03.825000,2021-07-18 10:45:03.825000,600,test
8192,2021-07-18,dbservice,dbservice1,"2021-07-18 08:55:08,802 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 08:44:59.202695 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 08:45:08.802000,2021-07-18 08:55:08.802000,600,test
8193,2021-07-18,dbservice,dbservice1,"2021-07-18 12:00:00,799 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-18 12:00:00.799000,2021-07-18 13:00:00.799000,3600,test
8194,2021-07-18,dbservice,dbservice2,"2021-07-18 05:25:41,069 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 05:15:38.968882 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 05:15:41.069000,2021-07-18 05:25:41.069000,600,test
8195,2021-07-18,dbservice,dbservice2,"2021-07-18 09:58:35,349 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 09:48:33.468870 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 09:48:35.349000,2021-07-18 09:58:35.349000,600,test
8196,2021-07-18,dbservice,dbservice2,"2021-07-18 11:26:38,275 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 11:16:36.460884 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 11:16:38.275000,2021-07-18 11:26:38.275000,600,test
8197,2021-07-18,dbservice,dbservice2,"2021-07-18 16:00:00,052 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-18 16:00:00.052000,2021-07-18 17:00:00.052000,3600,test
8198,2021-07-18,dbservice,dbservice2,"2021-07-18 22:38:35,293 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 22:28:33.372876 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 22:28:35.293000,2021-07-18 22:38:35.293000,600,test
8199,2021-07-18,dbservice,dbservice2,"2021-07-18 23:41:23,137 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 23:31:21.408911 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 23:31:23.137000,2021-07-18 23:41:23.137000,600,test
8793,2021-07-18,logservice,logservice1,"2021-07-18 01:27:42,434 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 01:17:41.467594 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 01:17:42.434000,2021-07-18 01:27:42.434000,600,test
8794,2021-07-18,logservice,logservice1,"2021-07-18 02:28:19,588 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 02:18:18.531584 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 02:18:19.588000,2021-07-18 02:28:19.588000,600,test
8795,2021-07-18,logservice,logservice1,"2021-07-18 11:38:03,546 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 11:28:02.587583 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 11:28:03.546000,2021-07-18 11:38:03.546000,600,test
8796,2021-07-18,logservice,logservice1,"2021-07-18 18:13:29,621 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 18:03:28.143640 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 18:03:29.621000,2021-07-18 18:13:29.621000,600,test
8797,2021-07-18,logservice,logservice2,"2021-07-18 00:37:50,714 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-18 00:27:49.828895 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-18 00:27:50.714000,2021-07-18 00:37:50.714000,600,test
8798,2021-07-20,dbservice,dbservice1,"2021-07-20 09:33:35,491 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 09:23:34.536069 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 09:23:35.491000,2021-07-20 09:33:35.491000,600,test
8799,2021-07-20,dbservice,dbservice1,"2021-07-20 13:38:01,589 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 13:28:00.870755 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 13:28:01.589000,2021-07-20 13:38:01.589000,600,test
8800,2021-07-20,webservice,webservice2,"2021-07-20 13:29:36,428 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 13:19:35.511609 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 13:19:36.428000,2021-07-20 13:29:36.428000,600,test
8801,2021-07-20,webservice,webservice2,"2021-07-20 21:43:52,103 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 21:33:51.195591 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 21:33:52.103000,2021-07-20 21:43:52.103000,600,test
8802,2021-07-20,webservice,webservice1,"2021-07-20 04:23:32,138 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-20 04:23:32.138000,2021-07-20 04:33:32.138000,600,test
8803,2021-07-20,webservice,webservice1,"2021-07-20 05:34:57,384 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 05:24:56.546634 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 05:24:57.384000,2021-07-20 05:34:57.384000,600,test
8804,2021-07-20,webservice,webservice1,"2021-07-20 16:10:00,458 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-20 16:00:00.371077, last for 600 seconds",WARNING,[file moving program],2021-07-20 16:00:00.458000,2021-07-20 16:10:00.458000,600,test
8805,2021-07-20,webservice,webservice1,"2021-07-20 18:47:34,670 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 18:37:33.694529 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 18:37:34.670000,2021-07-20 18:47:34.670000,600,test
8806,2021-07-20,dbservice,dbservice2,"2021-07-20 03:01:40,730 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 02:51:38.936894 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 02:51:40.730000,2021-07-20 03:01:40.730000,600,test
8807,2021-07-20,dbservice,dbservice2,"2021-07-20 05:59:21,000 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 05:49:19.040873 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 05:49:21.000000,2021-07-20 05:59:21.000000,600,test
8808,2021-07-20,dbservice,dbservice2,"2021-07-20 06:53:36,932 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 06:43:35.096878 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 06:43:36.932000,2021-07-20 06:53:36.932000,600,test
8809,2021-07-20,dbservice,dbservice2,"2021-07-20 14:16:18,580 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 14:06:16.728942 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 14:06:18.580000,2021-07-20 14:16:18.580000,600,test
8810,2021-07-20,dbservice,dbservice2,"2021-07-20 16:42:19,623 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 16:32:17.780886 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 16:32:19.623000,2021-07-20 16:42:19.623000,600,test
8811,2021-07-20,dbservice,dbservice2,"2021-07-20 20:00:00,700 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-20 20:00:00.700000,2021-07-20 21:00:00.700000,3600,test
8812,2021-07-20,dbservice,dbservice2,"2021-07-20 22:09:50,884 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 21:59:49.220869 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 21:59:50.884000,2021-07-20 22:09:50.884000,600,test
9046,2021-07-20,redisservice,redisservice1,"2021-07-20 05:20:17,210 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 05:10:16.302538 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 05:10:17.210000,2021-07-20 05:20:17.210000,600,test
9286,2021-07-20,redisservice,redisservice2,"2021-07-20 00:40:18,058 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 00:30:17.196890 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 00:30:18.058000,2021-07-20 00:40:18.058000,600,test
9287,2021-07-20,redisservice,redisservice2,"2021-07-20 07:25:49,470 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 07:15:48.620781 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 07:15:49.470000,2021-07-20 07:25:49.470000,600,test
9288,2021-07-20,redisservice,redisservice2,"2021-07-20 12:22:39,743 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 12:12:38.880879 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 12:12:39.743000,2021-07-20 12:22:39.743000,600,test
9289,2021-07-20,logservice,logservice1,"2021-07-20 07:04:59,191 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 06:54:58.247593 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 06:54:59.191000,2021-07-20 07:04:59.191000,600,test
9290,2021-07-20,logservice,logservice2,"2021-07-20 07:13:58,437 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-20 07:03:57.420875 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-20 07:03:58.437000,2021-07-20 07:13:58.437000,600,test
9291,2021-07-21,dbservice,dbservice1,"2021-07-21 05:31:10,319 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 05:21:09.609840 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 05:21:10.319000,2021-07-21 05:31:10.319000,600,test
9292,2021-07-21,dbservice,dbservice1,"2021-07-21 09:01:49,161 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 08:51:48.536512 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 08:51:49.161000,2021-07-21 09:01:49.161000,600,test
9293,2021-07-21,webservice,webservice2,"2021-07-21 00:26:09,148 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-21 00:26:09.148000,2021-07-21 00:36:09.148000,600,test
9294,2021-07-21,webservice,webservice2,"2021-07-21 07:00:36,839 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 06:50:35.899587 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 06:50:36.839000,2021-07-21 07:00:36.839000,600,test
9295,2021-07-21,webservice,webservice2,"2021-07-21 12:07:23,282 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 11:57:22.335760 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 11:57:23.282000,2021-07-21 12:07:23.282000,600,test
9296,2021-07-21,webservice,webservice2,"2021-07-21 12:10:00,212 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-21 12:00:00.114969, last for 600 seconds",WARNING,[file moving program],2021-07-21 12:00:00.212000,2021-07-21 12:10:00.212000,600,test
9297,2021-07-21,webservice,webservice2,"2021-07-21 16:10:00,462 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-21 16:00:00.361897, last for 600 seconds",WARNING,[file moving program],2021-07-21 16:00:00.462000,2021-07-21 16:10:00.462000,600,test
9298,2021-07-21,webservice,webservice2,"2021-07-21 22:09:52,120 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 21:59:51.183591 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 21:59:52.120000,2021-07-21 22:09:52.120000,600,test
9299,2021-07-21,webservice,webservice1,"2021-07-21 01:13:09,822 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 01:03:08.270592 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 01:03:09.822000,2021-07-21 01:13:09.822000,600,test
9300,2021-07-21,webservice,webservice1,"2021-07-21 04:10:00,803 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-21 04:00:00.703257, last for 600 seconds",WARNING,[file moving program],2021-07-21 04:00:00.803000,2021-07-21 04:10:00.803000,600,test
9301,2021-07-21,webservice,webservice1,"2021-07-21 15:30:11,671 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 15:20:10.086563 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 15:20:11.671000,2021-07-21 15:30:11.671000,600,test
9302,2021-07-21,webservice,webservice1,"2021-07-21 17:31:06,678 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 17:21:05.849062 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 17:21:06.678000,2021-07-21 17:31:06.678000,600,test
9303,2021-07-21,dbservice,dbservice2,"2021-07-21 03:59:18,755 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 03:49:17.392873 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 03:49:18.755000,2021-07-21 03:59:18.755000,600,test
9304,2021-07-21,dbservice,dbservice2,"2021-07-21 14:09:59,672 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 13:59:57.752882 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 13:59:59.672000,2021-07-21 14:09:59.672000,600,test
9305,2021-07-21,dbservice,dbservice2,"2021-07-21 16:00:00,863 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-21 16:00:00.863000,2021-07-21 17:00:00.863000,3600,test
9306,2021-07-21,dbservice,dbservice2,"2021-07-21 17:01:24,449 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 16:51:22.972880 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 16:51:24.449000,2021-07-21 17:01:24.449000,600,test
9307,2021-07-21,dbservice,dbservice2,"2021-07-21 18:03:14,337 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 17:53:12.548873 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 17:53:14.337000,2021-07-21 18:03:14.337000,600,test
9857,2021-07-21,redisservice,redisservice1,"2021-07-21 07:15:23,659 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 07:05:22.770535 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 07:05:23.659000,2021-07-21 07:15:23.659000,600,test
9858,2021-07-21,redisservice,redisservice1,"2021-07-21 10:43:25,825 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-21 10:33:24.940789 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-21 10:33:25.825000,2021-07-21 10:43:25.825000,600,test
